method,model_name,task_name,seed,train_subset_size,primary_metric_name,primary_metric,trainable_parameters,trainable_percentage,epoch,eval_accuracy,eval_loss,eval_matthews_correlation,eval_primary_metric,eval_runtime,eval_samples_per_second,eval_steps_per_second,eval_f1
topheavy_lora,bert-base-uncased,sst2,123,500,accuracy,0.8532110091743119,296450,0.2700395193203643,10.0,0.8532110091743119,0.557587206363678,,0.8532110091743119,1.4353,607.523,38.319,
topheavy_lora,bert-base-uncased,sst2,42,500,accuracy,0.8474770642201835,296450,0.2700395193203643,10.0,0.8474770642201835,0.5646050572395325,,0.8474770642201835,0.8733,998.535,62.981,
topheavy_lora,bert-base-uncased,sst2,456,500,accuracy,0.8497706422018348,296450,0.2700395193203643,10.0,0.8497706422018348,0.5154463052749634,,0.8497706422018348,0.8793,991.71,62.551,
topheavy_lora,bert-base-uncased,sst2,789,500,accuracy,0.8451834862385321,296450,0.2700395193203643,10.0,0.8451834862385321,0.4640316665172577,,0.8451834862385321,0.7703,1132.017,71.4,
bitfit,distilbert-base-uncased,sst2,1024,500,accuracy,0.838302752293578,643586,0.961221572515634,10.0,0.838302752293578,0.4459637403488159,,0.838302752293578,0.5375,1622.328,102.326,
bitfit,distilbert-base-uncased,sst2,123,500,accuracy,0.8337155963302753,643586,0.961221572515634,10.0,0.8337155963302753,0.45062312483787537,,0.8337155963302753,0.6042,1443.159,91.025,
bitfit,distilbert-base-uncased,sst2,42,500,accuracy,0.8291284403669725,643586,0.961221572515634,10.0,0.8291284403669725,0.40290752053260803,,0.8291284403669725,0.9922,878.898,55.435,
bitfit,distilbert-base-uncased,sst2,456,500,accuracy,0.8348623853211009,643586,0.961221572515634,10.0,0.8348623853211009,0.4008135199546814,,0.8348623853211009,0.8225,1060.201,66.871,
bitfit,distilbert-base-uncased,sst2,789,500,accuracy,0.8256880733944955,643586,0.961221572515634,10.0,0.8256880733944955,0.4078018069267273,,0.8256880733944955,0.3674,2373.175,149.684,
full_ft,distilbert-base-uncased,sst2,1024,500,accuracy,0.8302752293577982,66955010,100.0,3.0,0.8302752293577982,0.4522305428981781,,0.8302752293577982,0.5606,1555.416,98.105,
full_ft,distilbert-base-uncased,sst2,123,500,accuracy,0.8245412844036697,66955010,100.0,3.0,0.8245412844036697,0.4432477056980133,,0.8245412844036697,0.4598,1896.37,119.61,
full_ft,distilbert-base-uncased,sst2,42,500,accuracy,0.8245412844036697,66955010,100.0,3.0,0.8245412844036697,0.40027499198913574,,0.8245412844036697,0.8085,1078.485,68.024,
full_ft,distilbert-base-uncased,sst2,456,500,accuracy,0.8291284403669725,66955010,100.0,3.0,0.8291284403669725,0.4306441843509674,,0.8291284403669725,0.6929,1258.526,79.379,
full_ft,distilbert-base-uncased,sst2,789,500,accuracy,0.819954128440367,66955010,100.0,3.0,0.819954128440367,0.4318394660949707,,0.819954128440367,0.512,1703.104,107.421,
gradaware_lora,distilbert-base-uncased,sst2,1024,500,accuracy,0.8405963302752294,739586,1.0925332946813067,10.0,0.8405963302752294,0.5660673379898071,,0.8405963302752294,0.5303,1644.438,103.72,
gradaware_lora,distilbert-base-uncased,sst2,1024,500,accuracy,0.8405963302752294,739586,1.0925332946813067,10.0,0.8405963302752294,0.5660673379898071,,0.8405963302752294,0.5113,1705.478,107.57,
gradaware_lora,distilbert-base-uncased,sst2,123,500,accuracy,0.841743119266055,739586,1.0925332946813067,10.0,0.841743119266055,0.5638711452484131,,0.841743119266055,0.7392,1179.657,74.405,
gradaware_lora,distilbert-base-uncased,sst2,123,500,accuracy,0.841743119266055,739586,1.0925332946813067,10.0,0.841743119266055,0.5638711452484131,,0.841743119266055,0.5524,1578.43,99.557,
gradaware_lora,distilbert-base-uncased,sst2,42,500,accuracy,0.8428899082568807,739586,1.0925332946813067,10.0,0.8428899082568807,0.4847935736179352,,0.8428899082568807,0.5242,1663.51,104.923,
gradaware_lora,distilbert-base-uncased,sst2,42,500,accuracy,0.8428899082568807,739586,1.0925332946813067,10.0,0.8428899082568807,0.4847935736179352,,0.8428899082568807,0.486,1794.182,113.165,
gradaware_lora,distilbert-base-uncased,sst2,456,500,accuracy,0.8325688073394495,739586,1.0925332946813067,10.0,0.8325688073394495,0.5044500231742859,,0.8325688073394495,0.8216,1061.391,66.946,
gradaware_lora,distilbert-base-uncased,sst2,456,500,accuracy,0.8325688073394495,739586,1.0925332946813067,10.0,0.8325688073394495,0.5044500231742859,,0.8325688073394495,0.5587,1560.667,98.437,
gradaware_lora,distilbert-base-uncased,sst2,789,500,accuracy,0.8337155963302753,739586,1.0925332946813067,10.0,0.8337155963302753,0.4889734983444214,,0.8337155963302753,0.6506,1340.342,84.54,
gradaware_lora,distilbert-base-uncased,sst2,789,500,accuracy,0.8337155963302753,739586,1.0925332946813067,10.0,0.8337155963302753,0.4889734983444214,,0.8337155963302753,0.4932,1768.09,111.519,
lora,distilbert-base-uncased,sst2,1024,500,accuracy,0.8405963302752294,739586,1.0925332946813067,10.0,0.8405963302752294,0.5391555428504944,,0.8405963302752294,0.7474,1166.774,73.592,
lora,distilbert-base-uncased,sst2,1024,500,accuracy,0.8405963302752294,739586,1.0925332946813067,10.0,0.8405963302752294,0.5391555428504944,,0.8405963302752294,0.4847,1799.04,113.472,
lora,distilbert-base-uncased,sst2,123,500,accuracy,0.8463302752293578,739586,1.0925332946813067,10.0,0.8463302752293578,0.540276288986206,,0.8463302752293578,0.902,966.766,60.977,
lora,distilbert-base-uncased,sst2,123,500,accuracy,0.8463302752293578,739586,1.0925332946813067,10.0,0.8463302752293578,0.540276288986206,,0.8463302752293578,0.475,1835.662,115.781,
lora,distilbert-base-uncased,sst2,42,500,accuracy,0.8360091743119266,739586,1.0925332946813067,10.0,0.8360091743119266,0.49540936946868896,,0.8360091743119266,0.912,956.182,60.31,
lora,distilbert-base-uncased,sst2,42,500,accuracy,0.8360091743119266,739586,1.0925332946813067,10.0,0.8360091743119266,0.49540936946868896,,0.8360091743119266,0.4846,1799.6,113.507,
lora,distilbert-base-uncased,sst2,456,500,accuracy,0.8337155963302753,739586,1.0925332946813067,10.0,0.8337155963302753,0.5146995782852173,,0.8337155963302753,0.7927,1100.057,69.384,
lora,distilbert-base-uncased,sst2,456,500,accuracy,0.8337155963302753,739586,1.0925332946813067,10.0,0.8337155963302753,0.5146995782852173,,0.8337155963302753,0.489,1783.116,112.467,
lora,distilbert-base-uncased,sst2,789,500,accuracy,0.8348623853211009,739586,1.0925332946813067,10.0,0.8348623853211009,0.49403905868530273,,0.8348623853211009,0.7895,1104.442,69.661,
lora,distilbert-base-uncased,sst2,789,500,accuracy,0.8348623853211009,739586,1.0925332946813067,10.0,0.8348623853211009,0.4940860867500305,,0.8348623853211009,0.5195,1678.418,105.863,
topheavy_lora,distilbert-base-uncased,sst2,1024,500,accuracy,0.8428899082568807,739586,1.0925332946813067,10.0,0.8428899082568807,0.5397305488586426,,0.8428899082568807,0.5604,1556.149,98.152,
topheavy_lora,distilbert-base-uncased,sst2,123,500,accuracy,0.8451834862385321,739586,1.0925332946813067,10.0,0.8451834862385321,0.5384756922721863,,0.8451834862385321,0.8356,1043.527,65.819,
topheavy_lora,distilbert-base-uncased,sst2,42,500,accuracy,0.841743119266055,739586,1.0925332946813067,10.0,0.841743119266055,0.48152413964271545,,0.841743119266055,0.7551,1154.86,72.841,
topheavy_lora,distilbert-base-uncased,sst2,456,500,accuracy,0.8337155963302753,739586,1.0925332946813067,10.0,0.8337155963302753,0.5204840898513794,,0.8337155963302753,1.1219,777.219,49.022,
topheavy_lora,distilbert-base-uncased,sst2,789,500,accuracy,0.8348623853211009,739586,1.0925332946813067,10.0,0.8348623853211009,0.4802342653274536,,0.8348623853211009,0.774,1126.666,71.063,
bitfit,roberta-base,sst2,1024,500,accuracy,0.8807339449541285,694274,0.5569913861662483,10.0,0.8807339449541285,0.37170904874801636,,0.8807339449541285,0.6612,1318.826,83.183,
bitfit,roberta-base,sst2,123,500,accuracy,0.8899082568807339,694274,0.5569913861662483,10.0,0.8899082568807339,0.35739102959632874,,0.8899082568807339,0.6986,1248.22,78.729,
bitfit,roberta-base,sst2,42,500,accuracy,0.8956422018348624,694274,0.5569913861662483,10.0,0.8956422018348624,0.36720991134643555,,0.8956422018348624,0.6143,1419.508,89.533,
bitfit,roberta-base,sst2,456,500,accuracy,0.8864678899082569,694274,0.5569913861662483,10.0,0.8864678899082569,0.29133084416389465,,0.8864678899082569,0.6881,1267.171,79.925,
bitfit,roberta-base,sst2,789,500,accuracy,0.8784403669724771,694274,0.5569913861662483,10.0,0.8784403669724771,0.4197881817817688,,0.8784403669724771,0.6234,1398.67,88.219,
full_ft,roberta-base,sst2,1024,500,accuracy,0.8577981651376146,124647170,100.0,3.0,0.8577981651376146,0.6331682801246643,,0.8577981651376146,1.0041,868.411,54.774,
full_ft,roberta-base,sst2,123,500,accuracy,0.8669724770642202,124647170,100.0,3.0,0.8669724770642202,0.4759715497493744,,0.8669724770642202,0.7564,1152.856,72.715,
full_ft,roberta-base,sst2,42,500,accuracy,0.8944954128440367,124647170,100.0,3.0,0.8944954128440367,0.423662930727005,,0.8944954128440367,1.0209,854.128,53.873,
full_ft,roberta-base,sst2,456,500,accuracy,0.8876146788990825,124647170,100.0,3.0,0.8876146788990825,0.4084221422672272,,0.8876146788990825,0.9979,873.826,55.115,
full_ft,roberta-base,sst2,789,500,accuracy,0.8899082568807339,124647170,100.0,3.0,0.8899082568807339,0.4544180631637573,,0.8899082568807339,0.9694,899.532,56.737,
gradaware_lora,roberta-base,sst2,1024,500,accuracy,0.8899082568807339,887042,0.7066137476531099,10.0,0.8899082568807339,0.542533814907074,,0.8899082568807339,0.7569,1152.076,72.665,
gradaware_lora,roberta-base,sst2,123,500,accuracy,0.8956422018348624,887042,0.7066137476531099,10.0,0.8956422018348624,0.4857233762741089,,0.8956422018348624,0.7695,1133.21,71.475,
gradaware_lora,roberta-base,sst2,42,500,accuracy,0.9071100917431193,887042,0.7066137476531099,10.0,0.9071100917431193,0.4849582016468048,,0.9071100917431193,0.7775,1121.595,70.743,
gradaware_lora,roberta-base,sst2,456,500,accuracy,0.9025229357798165,887042,0.7066137476531099,10.0,0.9025229357798165,0.3443724513053894,,0.9025229357798165,0.7936,1098.757,69.302,
gradaware_lora,roberta-base,sst2,789,500,accuracy,0.8910550458715596,887042,0.7066137476531099,10.0,0.8910550458715596,0.5522111058235168,,0.8910550458715596,2.7513,316.939,19.99,
lora,roberta-base,sst2,1024,500,accuracy,0.8853211009174312,887042,0.7066137476531099,10.0,0.8853211009174312,0.5506859421730042,,0.8853211009174312,0.7931,1099.502,69.349,
lora,roberta-base,sst2,123,500,accuracy,0.8944954128440367,887042,0.7066137476531099,10.0,0.8944954128440367,0.467164546251297,,0.8944954128440367,0.79,1103.746,69.617,
lora,roberta-base,sst2,42,500,accuracy,0.9036697247706422,887042,0.7066137476531099,10.0,0.9036697247706422,0.5054718852043152,,0.9036697247706422,0.8674,1005.248,63.404,
lora,roberta-base,sst2,456,500,accuracy,0.9036697247706422,887042,0.7066137476531099,10.0,0.9036697247706422,0.3594832718372345,,0.9036697247706422,0.728,1197.811,75.55,
lora,roberta-base,sst2,789,500,accuracy,0.8876146788990825,887042,0.7066137476531099,10.0,0.8876146788990825,0.584915816783905,,0.8876146788990825,0.7778,1121.161,70.715,
topheavy_lora,roberta-base,sst2,1024,500,accuracy,0.893348623853211,887042,0.7066137476531099,10.0,0.893348623853211,0.49749454855918884,,0.893348623853211,0.844,1033.156,65.165,
topheavy_lora,roberta-base,sst2,123,500,accuracy,0.8944954128440367,887042,0.7066137476531099,10.0,0.8944954128440367,0.4465973973274231,,0.8944954128440367,0.9074,961.026,60.615,
topheavy_lora,roberta-base,sst2,42,500,accuracy,0.9048165137614679,887042,0.7066137476531099,10.0,0.9048165137614679,0.4790332317352295,,0.9048165137614679,0.8537,1021.475,64.428,
topheavy_lora,roberta-base,sst2,456,500,accuracy,0.9002293577981652,887042,0.7066137476531099,10.0,0.9002293577981652,0.3373756408691406,,0.9002293577981652,0.8259,1055.766,66.591,
topheavy_lora,roberta-base,sst2,789,500,accuracy,0.8818807339449541,887042,0.7066137476531099,10.0,0.8818807339449541,0.5984978675842285,,0.8818807339449541,0.7379,1181.703,74.534,
